100,40,1,1,1.5,30,60,1,1,1,40,1,90,1,1,50,1,1,150,1,30,1,1,1,300
1200,400,400,400,600,400,2400,400,400,400,400,400,1200,400,400,400,400,400,600,400,400,400,400,400,600
4000,400,400,400,600,400,10000,400,400,400,400,400,1200,400,400,400,400,400,600,400,400,400,400,400,600
600,400,400,400,600,40,800,400,400,400,40,400,1200,400,400,400,400,400,600,400,400,400,400,400,600
600,400,400,400,600,40,800,400,400,400,40,400,1200,400,400,400,400,400,600,400,400,400,400,400,600
100,40,1,1,1.5,30,60,1,1,1,40,1,90,1,1,50,1,1,150,1,30,1,1,1,300
1203.01507537688,401.005025125628,401.005025125628,401.005025125628,601.507537688442,401.005025125628,2406.03015075377,401.005025125628,401.005025125628,401.005025125628,401.005025125628,401.005025125628,1203.01507537688,401.005025125628,401.005025125628,401.005025125628,401.005025125628,401.005025125628,601.507537688442,401.005025125628,401.005025125628,401.005025125628,401.005025125628,401.005025125628,601.507537688442
3989.94974874372,398.994974874372,398.994974874372,398.994974874372,598.492462311558,398.994974874372,9974.8743718593,398.994974874372,398.994974874372,398.994974874372,398.994974874372,398.994974874372,1196.98492462312,398.994974874372,398.994974874372,398.994974874372,398.994974874372,398.994974874372,598.492462311558,398.994974874372,398.994974874372,398.994974874372,398.994974874372,398.994974874372,598.492462311558
598.492462311558,398.994974874372,398.994974874372,398.994974874372,598.492462311558,39.8994974874372,797.989949748744,398.994974874372,398.994974874372,398.994974874372,39.8994974874372,398.994974874372,1196.98492462312,398.994974874372,398.994974874372,398.994974874372,398.994974874372,398.994974874372,598.492462311558,398.994974874372,398.994974874372,398.994974874372,398.994974874372,398.994974874372,598.492462311558
597.738693467337,398.492462311558,398.492462311558,398.492462311558,597.738693467337,39.8492462311558,796.984924623116,398.492462311558,398.492462311558,398.492462311558,39.8492462311558,398.492462311558,1195.47738693467,398.492462311558,398.492462311558,398.492462311558,398.492462311558,398.492462311558,597.738693467337,398.492462311558,398.492462311558,398.492462311558,398.492462311558,398.492462311558,597.738693467337
100,40,1,1,1.5,30,60,1,1,1,40,1,90,1,1,50,1,1,150,1,30,1,1,1,300
1206.03015075377,402.010050251256,402.010050251256,402.010050251256,603.015075376884,402.010050251256,2412.06030150754,402.010050251256,402.010050251256,402.010050251256,402.010050251256,402.010050251256,1206.03015075377,402.010050251256,402.010050251256,402.010050251256,402.010050251256,402.010050251256,603.015075376884,402.010050251256,402.010050251256,402.010050251256,402.010050251256,402.010050251256,603.015075376884
