1.07156851240399e-06,0,0,1.07156851240399e-06
0.000313546347028562,6.27092694057124e-05,6.27092694057124e-05,0.000313546347028562
0.005,0.0025,0.0025,0.005
1.14157047552585e-06,0,0,1.14157047552585e-06
0.000334029274221382,6.68058548442765e-05,6.68058548442765e-05,0.000334029274221382
0.005,0.0025,0.0025,0.005
1.21157243864772e-06,0,0,1.21157243864772e-06
0.000354512201414203,7.09024402828406e-05,7.09024402828406e-05,0.000354512201414203
0.005,0.0025,0.0025,0.005
1.28157440176959e-06,0,0,1.28157440176959e-06
0.000374995128607024,7.49990257214047e-05,7.49990257214047e-05,0.000374995128607024
0.005,0.0025,0.0025,0.005
1.35157636489146e-06,0,0,1.35157636489146e-06
0.000395478055799844,7.90956111599689e-05,7.90956111599689e-05,0.000395478055799844
0.005,0.0025,0.0025,0.005
1.42157832801333e-06,0,0,1.42157832801333e-06
0.000415960982992665,8.3192196598533e-05,8.3192196598533e-05,0.000415960982992665
0.005,0.0025,0.0025,0.005
1.4915802911352e-06,0,0,1.4915802911352e-06
0.000436443910185486,8.72887820370971e-05,8.72887820370971e-05,0.000436443910185486
0.005,0.0025,0.0025,0.005
1.56158225425706e-06,0,0,1.56158225425706e-06
0.000456926837378306,9.13853674756612e-05,9.13853674756612e-05,0.000456926837378306
0.005,0.0025,0.0025,0.005
1.63158421737893e-06,0,0,1.63158421737893e-06
0.000477409764571127,9.54819529142254e-05,9.54819529142254e-05,0.000477409764571127
0.005,0.0025,0.0025,0.005
1.7015861805008e-06,0,0,1.7015861805008e-06
0.000497892691763947,9.95785383527895e-05,9.95785383527895e-05,0.000497892691763947
0.005,0.0025,0.0025,0.005
1.77158814362267e-06,0,0,1.77158814362267e-06
0.000518375618956768,0.000103675123791354,0.000103675123791354,0.000518375618956768
0.005,0.0025,0.0025,0.005
1.84159010674454e-06,0,0,1.84159010674454e-06
0.000538858546149589,0.000107771709229918,0.000107771709229918,0.000538858546149589
0.005,0.0025,0.0025,0.005
1.91159206986641e-06,0,0,1.91159206986641e-06
0.000559341473342409,0.000111868294668482,0.000111868294668482,0.000559341473342409
0.005,0.0025,0.0025,0.005
1.98159403298827e-06,0,0,1.98159403298827e-06
0.00057982440053523,0.000115964880107046,0.000115964880107046,0.00057982440053523
0.005,0.0025,0.0025,0.005
2.05159599611014e-06,0,0,2.05159599611014e-06
0.000600307327728051,0.00012006146554561,0.00012006146554561,0.000600307327728051
0.005,0.0025,0.0025,0.005
2.12159795923201e-06,0,0,2.12159795923201e-06
0.000620790254920871,0.000124158050984174,0.000124158050984174,0.000620790254920871
0.005,0.0025,0.0025,0.005
2.19159992235388e-06,0,0,2.19159992235388e-06
0.000641273182113692,0.000128254636422738,0.000128254636422738,0.000641273182113692
0.005,0.0025,0.0025,0.005
2.26160188547575e-06,0,0,2.26160188547575e-06
0.000661756109306512,0.000132351221861303,0.000132351221861303,0.000661756109306512
0.005,0.0025,0.0025,0.005
2.33160384859762e-06,0,0,2.33160384859762e-06
0.000682239036499333,0.000136447807299867,0.000136447807299867,0.000682239036499333
0.005,0.0025,0.0025,0.005
2.40160581171949e-06,0,0,2.40160581171949e-06
